id,balance,sex,education,marriage,age,default
931,260000,2,2,2,24,1
932,320000,1,1,1,60,2
933,160000,2,2,2,29,2
934,30000,1,2,2,32,2
935,50000,2,2,1,36,1
936,50000,1,2,2,30,1
937,90000,2,2,2,29,1
938,240000,1,1,2,34,1
939,180000,2,2,1,32,2
940,200000,2,2,1,32,1
941,50000,2,1,2,25,1
942,50000,1,2,1,44,1
943,330000,2,1,1,37,1
944,80000,2,2,2,24,2
945,50000,2,2,2,23,1
946,360000,2,1,2,29,1
947,240000,2,2,1,37,1
948,50000,1,2,1,59,1
949,470000,1,2,2,33,1
950,160000,2,3,1,51,1
951,30000,1,1,1,27,2
952,80000,2,2,1,32,1
953,500000,2,3,2,42,1
954,180000,1,2,2,39,1
955,110000,2,2,1,46,1
956,160000,1,1,1,41,1
957,210000,2,2,2,30,1
958,200000,2,1,1,34,2
959,350000,1,1,2,35,1
960,250000,1,1,2,41,2
961,380000,1,1,2,43,2
962,30000,1,2,2,47,1
963,200000,1,2,2,31,1
964,30000,1,2,2,30,1
965,50000,1,2,2,24,1
966,500000,1,1,1,36,1
967,30000,1,1,2,28,1
968,220000,2,1,1,36,1
969,20000,2,2,1,27,1
970,180000,2,2,1,32,1
971,300000,1,1,1,42,2
972,130000,2,2,1,33,1
973,180000,2,3,1,39,2
974,150000,2,1,3,30,1
975,140000,1,2,1,30,2
976,50000,2,2,2,22,1
977,20000,1,2,2,25,2
978,180000,1,1,2,28,1
979,180000,1,2,2,26,2
980,150000,2,3,1,54,1
981,70000,2,1,2,24,1
982,30000,1,2,2,29,1
983,500000,1,1,2,36,2
984,60000,1,3,1,49,1
985,50000,2,1,2,23,1
986,130000,1,3,2,43,2
987,260000,2,2,1,33,1
988,380000,1,3,1,53,1
989,360000,2,2,2,25,1
990,50000,1,3,1,54,1
991,50000,2,3,1,39,1
992,260000,2,1,1,44,2
993,80000,2,2,2,27,1
994,360000,2,1,2,25,2
995,290000,2,1,2,29,2
996,200000,1,1,2,39,1
997,140000,1,1,1,45,1
998,360000,1,1,1,38,2
999,50000,2,2,2,23,2
1000,120000,1,2,2,25,1
1001,100000,1,2,1,29,1
1002,200000,2,2,1,28,1
1003,90000,2,2,1,40,1
1004,360000,1,1,2,36,2
1005,150000,2,3,2,30,2
1006,140000,1,1,2,29,1
1007,200000,2,2,2,36,1
1008,170000,2,2,1,37,1
1009,30000,1,2,2,34,1
1010,80000,2,1,2,27,1
1011,280000,1,1,2,31,1
1012,410000,2,1,1,31,1
1013,450000,1,1,2,38,1
1014,80000,1,2,2,36,1
1015,360000,1,1,1,46,1
1016,130000,2,1,1,36,1
1017,160000,2,1,2,26,2
1018,140000,2,3,2,57,2
1019,240000,2,3,1,40,1
1020,180000,2,3,0,45,1
1021,70000,1,1,3,57,1
1022,150000,2,2,2,25,1
1023,210000,2,3,1,37,1
1024,200000,2,1,1,35,1
1025,310000,1,2,2,33,1
1026,180000,1,1,1,38,1
1027,300000,1,2,2,31,1
1028,450000,2,1,2,41,1
1029,200000,1,1,2,33,1
1030,30000,2,2,1,67,2
1031,400000,2,1,1,40,1
1032,170000,1,1,2,33,1
1033,140000,2,1,2,31,2
1034,200000,2,2,2,35,1
1035,60000,2,2,3,39,1
1036,60000,1,2,2,27,2
1037,150000,1,1,2,23,1
1038,180000,1,3,1,54,2
1039,50000,2,3,2,23,1
1040,50000,1,3,2,24,1
1041,20000,1,2,2,26,1
1042,230000,2,2,2,52,2
1043,110000,2,2,1,42,1
1044,90000,2,1,2,36,1
1045,20000,2,1,2,22,2
1046,30000,2,1,2,23,1
1047,220000,1,3,1,30,2
1048,140000,2,3,2,24,2
1049,300000,2,1,1,42,1
1050,100000,1,2,1,49,1
1051,110000,1,2,2,31,1
1052,270000,2,3,2,33,1
1053,30000,1,1,1,42,1
1054,70000,1,3,2,41,1
1055,230000,1,2,1,53,1
1056,20000,1,2,2,23,1
1057,190000,2,1,2,33,1
1058,20000,2,2,1,29,1
1059,80000,2,3,1,67,1
1060,20000,1,3,1,33,2
1061,60000,2,3,1,34,2
1062,50000,1,2,1,49,1
1063,280000,2,2,1,56,2
1064,300000,1,1,1,42,1
1065,30000,2,3,1,55,2
1066,270000,2,2,1,25,1
1067,100000,1,3,2,30,1
1068,240000,1,2,2,43,2
1069,200000,1,1,2,40,1
1070,110000,2,1,2,35,1
1071,230000,1,1,1,61,1
1072,150000,2,2,1,44,2
1073,350000,1,1,2,33,1
1074,360000,1,6,1,66,1
1075,150000,2,2,2,40,1
1076,100000,1,3,2,47,1
1077,500000,1,1,2,27,1
1078,500000,1,1,2,35,1
1079,180000,2,3,1,47,1
1080,400000,2,3,1,39,1
1081,100000,2,2,2,29,1
1082,10000,1,2,1,32,1
1083,60000,2,1,2,30,1
1084,50000,2,1,2,25,2
1085,80000,2,2,2,23,1
1086,110000,2,2,1,43,1
1087,410000,2,2,1,41,2
1088,260000,2,2,1,40,1
1089,30000,2,3,1,35,1
1090,310000,2,1,2,28,1
1091,70000,2,2,2,38,1
1092,250000,1,1,2,31,1
1093,210000,1,3,1,29,1
1094,360000,1,2,1,41,2
1095,50000,1,2,2,31,1
1096,670000,1,1,2,29,1
1097,130000,1,1,2,26,1
1098,170000,1,1,1,42,1
1099,30000,1,3,2,29,1
1100,110000,1,1,1,50,1
1101,210000,2,3,2,46,2
1102,30000,2,2,2,24,2
1103,260000,2,2,1,46,1
1104,150000,2,3,2,28,1
1105,20000,2,2,1,35,2
1106,380000,2,1,1,40,1
1107,200000,2,1,1,41,1
1108,120000,2,2,1,47,1
1109,80000,1,2,1,54,2
1110,30000,2,2,2,33,1
1111,110000,1,2,2,29,1
1112,50000,2,3,1,44,1
1113,90000,2,2,1,24,1
1114,110000,1,1,2,33,1
1115,50000,1,3,1,54,1
1116,60000,1,1,2,27,1
1117,150000,2,2,2,37,2
1118,20000,1,1,2,24,1
1119,140000,2,3,1,54,2
1120,120000,2,2,1,34,1
1121,200000,2,2,2,40,2
1122,20000,1,2,2,30,2
1123,50000,1,2,2,26,1
1124,200000,2,2,1,41,1
1125,100000,2,2,2,29,1
1126,300000,1,1,1,38,1
1127,500000,2,1,2,35,1
1128,360000,2,2,1,52,1
1129,160000,2,1,2,29,1
1130,50000,2,2,2,23,2
1131,230000,2,2,1,34,2
1132,200000,2,2,2,34,1
1133,270000,1,1,1,44,1
1134,50000,2,2,1,36,1
1135,20000,1,2,2,28,1
1136,60000,2,2,2,31,1
1137,50000,1,2,2,31,1
1138,50000,1,2,1,41,1
1139,130000,2,3,1,44,1
1140,230000,2,3,2,47,1
1141,20000,1,2,2,25,1
1142,30000,2,1,2,25,1
1143,200000,2,1,1,39,1
1144,140000,2,2,1,24,1
1145,100000,2,2,1,35,2
1146,240000,1,2,1,32,2
1147,70000,2,1,2,31,2
1148,360000,1,1,2,33,1
1149,140000,2,1,2,30,1
1150,50000,1,2,1,52,1
1151,210000,2,2,1,36,1
1152,280000,1,1,2,30,1
1153,180000,2,2,2,42,2
1154,150000,2,1,2,30,1
1155,20000,1,3,1,47,1
1156,350000,2,2,1,29,1
1157,130000,2,1,2,23,1
1158,470000,1,3,1,39,1
1159,340000,2,2,1,48,1
1160,80000,1,2,2,26,1
1161,70000,1,1,2,33,1
1162,230000,2,2,1,44,1
1163,180000,2,2,1,36,1
1164,210000,2,2,1,39,1
1165,20000,1,2,2,24,1
1166,140000,2,2,2,25,1
1167,200000,1,1,2,52,1
1168,50000,2,3,1,59,1
1169,80000,2,1,2,23,1
1170,30000,2,3,2,48,1
1171,140000,2,1,2,28,2
1172,80000,1,3,1,62,1
1173,220000,2,3,1,38,1
1174,180000,2,1,2,32,1
1175,140000,2,2,1,29,2
1176,180000,1,2,2,25,2
1177,50000,2,2,2,35,1
1178,170000,2,2,2,27,1
1179,50000,1,2,2,38,1
1180,50000,1,2,2,24,1
1181,300000,1,2,1,29,1
1182,390000,2,1,2,27,1
1183,90000,2,2,1,55,2
1184,200000,2,1,2,29,1
1185,460000,1,1,2,29,1
1186,10000,1,2,2,23,1
1187,20000,1,2,1,30,2
1188,50000,2,2,1,50,1
1189,480000,2,2,1,38,1
1190,180000,2,1,2,24,1
1191,240000,2,1,2,29,1
1192,250000,1,1,2,38,1
1193,270000,2,2,2,34,2
1194,200000,1,1,1,37,1
1195,100000,2,3,1,66,1
1196,160000,2,1,1,39,1
1197,80000,2,2,1,45,1
1198,130000,1,2,1,44,1
1199,340000,2,3,2,44,2
1200,360000,1,1,1,36,1
1201,120000,2,3,1,40,1
1202,120000,1,1,2,29,1
1203,300000,2,1,2,48,1
1204,60000,2,2,2,23,1
1205,210000,2,2,1,50,1
1206,210000,2,2,1,29,2
1207,70000,2,3,1,49,2
1208,200000,1,2,1,33,1
1209,230000,2,2,1,51,2
1210,20000,1,3,1,23,2
1211,210000,2,1,1,37,1
1212,160000,2,3,2,26,1
1213,290000,2,1,1,30,2
1214,80000,2,3,1,26,1
1215,360000,1,1,2,43,1
1216,230000,1,1,2,32,1
1217,360000,1,3,1,54,1
1218,340000,2,1,1,30,1
1219,50000,2,1,2,22,1
1220,80000,1,2,2,38,1
1221,50000,2,2,2,24,1
1222,30000,2,1,2,24,1
1223,210000,1,1,2,26,1
1224,150000,2,2,1,42,2
1225,20000,1,2,2,21,1
1226,20000,1,3,2,22,2
1227,240000,2,3,1,41,1
1228,500000,2,2,1,50,1
1229,90000,2,2,1,23,2
1230,50000,1,3,2,46,1
1231,50000,2,2,2,22,2
1232,680000,1,1,2,37,1
1233,50000,1,1,1,47,1
1234,100000,2,2,1,40,1
1235,280000,2,1,2,30,1
1236,30000,1,2,2,54,2
1237,50000,1,2,2,27,2
1238,60000,1,1,1,33,1
1239,120000,1,2,1,57,2
1240,80000,2,2,1,35,1
1241,500000,1,1,1,45,1
1242,70000,2,3,1,32,1
1243,160000,2,2,1,45,1
1244,100000,2,3,1,50,2
1245,10000,1,3,2,35,1
1246,90000,1,1,2,26,1
1247,170000,1,1,1,39,2
1248,90000,2,2,2,35,1
1249,180000,2,3,2,42,1
1250,350000,2,1,1,52,2
1251,270000,1,2,2,35,1
1252,200000,2,1,2,29,2
1253,20000,2,1,2,22,1
1254,100000,1,2,2,30,1
1255,290000,1,1,1,46,1
1256,70000,1,3,2,28,1
1257,230000,1,1,2,26,1
1258,180000,2,1,2,28,1
1259,210000,1,1,2,33,1
1260,50000,1,1,2,24,1
1261,150000,1,1,2,37,1
1262,380000,1,2,1,50,2
1263,50000,1,2,1,44,1
1264,150000,2,3,1,43,2
1265,220000,1,2,2,29,1
1266,80000,2,5,2,27,1
1267,220000,2,2,1,32,1
1268,70000,2,2,2,34,1
1269,120000,1,2,2,37,2
1270,180000,2,2,2,32,1
1271,50000,2,3,1,57,1
1272,10000,2,2,3,46,1
1273,370000,2,1,1,53,1
1274,20000,2,1,2,26,1
1275,150000,1,2,1,34,1
1276,20000,1,1,2,26,2
1277,480000,2,2,1,54,1
1278,50000,1,3,2,26,1
1279,170000,1,2,2,31,1
1280,400000,2,2,2,30,1
1281,200000,2,1,2,31,1
1282,360000,1,1,2,34,1
1283,140000,2,5,2,36,1
1284,260000,1,3,1,34,1
1285,440000,2,2,2,26,1
1286,500000,1,2,1,43,1
1287,230000,2,2,1,29,1
1288,470000,1,2,1,41,1
1289,20000,2,3,1,48,2
1290,210000,2,2,2,24,1
1291,20000,2,1,2,23,1
1292,20000,2,3,1,53,1
1293,200000,2,2,1,34,1
1294,250000,2,2,2,36,2
1295,300000,1,2,2,41,1
1296,320000,2,1,2,30,1
1297,50000,1,2,2,29,1
1298,200000,2,2,1,34,1
1299,80000,2,1,2,29,2
1300,70000,1,2,1,37,2
1301,60000,1,3,2,36,1
1302,10000,2,3,2,22,2
1303,50000,2,3,2,30,1
1304,140000,1,2,2,26,2
1305,30000,1,2,2,25,1
1306,190000,1,2,1,49,1
1307,70000,2,1,2,23,1
1308,330000,2,2,1,28,1
1309,110000,2,2,2,24,1
1310,270000,1,3,1,47,1
1311,160000,1,2,1,31,2
1312,20000,1,2,2,24,1
1313,320000,1,2,2,32,1
1314,430000,1,1,2,31,1
1315,50000,2,1,1,37,1
1316,140000,1,2,1,48,2
1317,500000,1,2,1,49,1
1318,80000,1,3,1,45,1
1319,390000,2,1,1,34,1
1320,250000,2,1,1,43,1
1321,390000,2,1,2,31,1
1322,100000,2,1,1,35,1
1323,360000,2,1,1,42,1
1324,140000,1,1,2,36,1
1325,110000,1,2,1,51,1
1326,170000,1,3,1,48,1
1327,170000,1,2,1,48,1
1328,180000,2,2,2,25,1
1329,140000,1,2,1,41,1
1330,20000,2,2,1,49,1
1331,150000,1,1,2,28,1
1332,50000,2,2,2,28,1
1333,160000,2,2,1,38,2
1334,80000,1,2,1,41,1
1335,300000,2,3,2,29,2
1336,60000,2,3,2,32,1
1337,70000,2,2,2,26,2
1338,290000,2,1,2,31,1
1339,80000,2,1,2,23,1
1340,50000,2,3,1,53,2
1341,200000,2,3,2,49,1
1342,200000,2,1,1,34,1
1343,50000,2,1,2,22,2
1344,20000,2,2,2,26,1
1345,200000,1,1,1,38,2
1346,120000,2,1,2,35,1
1347,220000,2,2,1,49,1
1348,630000,1,1,2,40,1
1349,300000,2,1,2,34,1
1350,10000,2,2,2,49,2
1351,50000,1,2,2,29,1
1352,280000,2,1,1,39,2
1353,130000,1,1,2,30,1
1354,30000,2,3,1,28,1
1355,50000,2,2,1,27,1
1356,70000,2,3,1,38,1
1357,80000,1,2,2,29,1
1358,20000,2,2,1,22,2
1359,390000,1,1,1,41,1
1360,470000,2,2,2,32,1
1361,240000,2,2,2,30,1
1362,140000,2,1,2,29,1
1363,260000,2,2,1,37,2
1364,150000,2,1,2,25,1
1365,120000,1,1,1,46,1
1366,20000,2,2,1,47,1
1367,260000,2,4,2,42,1
1368,50000,1,3,2,22,2
1369,180000,2,2,2,27,1
1370,310000,2,5,1,35,1
1371,360000,1,2,1,44,1
1372,180000,2,2,2,30,1
1373,270000,2,1,1,42,1
1374,70000,1,1,2,28,1
1375,50000,1,2,2,24,1
1376,30000,2,3,2,50,1
1377,50000,2,2,1,54,1
1378,350000,1,2,1,37,1
1379,200000,1,1,1,58,1
1380,80000,1,3,2,26,1
1381,60000,2,2,1,31,1
1382,30000,1,1,1,52,1
1383,110000,2,1,2,36,1
1384,300000,2,1,2,27,1
1385,50000,2,3,1,22,1
1386,500000,1,1,2,39,1
1387,360000,1,1,2,36,1
1388,20000,2,2,1,39,1
1389,220000,1,1,1,39,1
1390,20000,2,2,2,22,1
1391,60000,1,2,1,37,2
1392,170000,2,1,2,30,1
1393,200000,2,2,1,26,1
1394,20000,2,1,2,23,1
1395,140000,2,3,2,23,1
1396,330000,2,1,2,35,1
1397,180000,2,2,2,24,2
1398,360000,2,2,1,35,1
1399,20000,1,3,1,51,1
1400,50000,2,1,2,23,1
1401,100000,2,2,1,25,1
1402,30000,1,2,1,36,1
1403,70000,2,2,1,44,2
1404,470000,1,1,2,33,1
1405,300000,2,1,1,36,1
1406,300000,2,1,1,45,2
1407,200000,2,1,2,26,1
1408,150000,2,2,1,41,1
1409,220000,2,2,2,25,2
1410,420000,1,1,2,31,1
1411,210000,2,2,2,45,1
1412,450000,1,3,1,58,1
1413,30000,1,2,1,38,1
1414,240000,1,2,1,30,1
1415,420000,2,2,2,25,1
1416,60000,2,1,2,25,1
1417,30000,2,3,2,24,1
1418,80000,2,1,2,29,1
1419,50000,1,2,2,37,1
1420,230000,1,3,2,27,1
1421,200000,1,1,2,31,1
1422,230000,2,2,2,28,1
1423,130000,2,2,2,24,1
1424,200000,2,3,2,27,1
1425,90000,2,1,2,33,1
1426,120000,1,1,2,27,1
1427,200000,1,1,2,42,1
1428,20000,2,2,2,32,1
1429,210000,2,1,1,37,2
1430,80000,2,2,2,44,1
1431,50000,2,1,1,29,1
1432,70000,2,2,1,42,2
1433,230000,1,2,2,32,2
1434,20000,1,2,2,52,1
1435,30000,1,2,2,44,1
1436,100000,1,1,2,31,2
1437,80000,2,1,2,29,2
1438,210000,1,2,2,33,1
1439,50000,1,2,2,54,1
1440,130000,2,2,2,23,1
1441,70000,2,1,2,24,1
1442,210000,2,1,1,33,1
1443,100000,1,3,1,44,2
1444,200000,1,3,0,51,1
1445,40000,1,1,2,24,2
1446,80000,2,2,2,25,1
1447,210000,2,1,1,37,2
1448,20000,2,2,2,23,1
1449,10000,1,3,2,34,1
1450,60000,2,3,1,50,2
1451,40000,2,2,1,25,1
1452,290000,2,1,2,33,2
1453,50000,1,2,1,54,1
1454,20000,1,2,2,25,1
1455,30000,1,2,2,26,1
1456,20000,1,2,1,32,1
1457,50000,2,3,3,43,1
1458,500000,1,2,1,42,2
1459,90000,2,3,2,24,2
1460,10000,1,2,2,26,1
1461,50000,2,2,1,37,2
1462,120000,1,1,2,36,1
1463,200000,2,1,2,27,1
1464,300000,2,2,1,50,1
1465,90000,2,2,2,24,1
1466,90000,1,2,1,27,1
1467,140000,2,1,2,23,2
1468,180000,2,2,1,39,1
1469,360000,1,1,1,39,1
1470,160000,2,3,2,29,2
1471,100000,1,1,1,45,1
1472,20000,1,2,2,21,2
1473,360000,1,1,1,36,1
1474,230000,1,2,2,39,1
1475,110000,2,3,2,29,2
1476,210000,1,2,2,37,1
1477,200000,1,2,2,26,1
1478,50000,1,2,2,44,1
1479,210000,2,1,2,30,2
1480,280000,1,1,2,31,1
1481,500000,1,2,1,40,1
1482,30000,2,1,2,25,1
1483,340000,2,2,1,36,1
1484,360000,1,1,2,32,1
1485,70000,2,1,2,22,1
1486,20000,2,2,3,44,2
1487,230000,1,1,2,32,1
1488,60000,1,2,1,41,1
1489,50000,1,1,2,28,2
1490,50000,2,1,2,29,2
1491,130000,2,4,2,28,1
1492,160000,1,3,2,52,1
1493,60000,2,3,2,48,1
1494,160000,1,2,2,43,1
1495,180000,2,1,2,25,1
1496,170000,1,2,1,36,1
1497,360000,2,2,2,35,2
1498,130000,2,2,1,34,1
1499,180000,2,2,2,48,1
1500,20000,1,1,2,27,1
1501,230000,2,2,1,43,1
1502,220000,2,2,1,30,1
1503,240000,1,2,1,43,1
1504,50000,1,3,1,54,1
1505,310000,2,2,1,39,1
1506,350000,1,1,1,70,1
1507,50000,2,1,2,24,1
1508,200000,2,2,1,30,1
1509,480000,1,3,2,53,1
1510,180000,2,1,1,27,2
1511,200000,2,2,2,33,1
1512,20000,1,3,1,34,1
1513,50000,1,2,2,48,1
1514,210000,2,3,2,33,2
1515,20000,2,2,2,24,1
1516,150000,2,2,1,31,1
1517,50000,2,2,2,25,1
1518,190000,1,3,1,49,2
1519,290000,2,1,2,27,1
1520,420000,1,2,1,39,1
1521,340000,2,2,2,36,1
1522,60000,1,2,2,40,1
1523,90000,2,1,2,27,1
1524,30000,2,1,2,27,2
1525,160000,2,2,1,37,1
1526,20000,1,2,2,35,1
1527,90000,2,2,1,25,2
1528,120000,1,1,2,27,1
1529,120000,1,1,2,38,1
1530,360000,2,2,1,50,1
1531,160000,2,1,2,32,1
1532,320000,2,1,1,34,1
1533,20000,1,2,2,25,1
1534,230000,2,1,2,29,1
1535,50000,1,3,1,44,1
1536,50000,1,3,1,48,1
1537,40000,2,3,2,24,1
1538,120000,2,3,1,27,1
1539,130000,2,2,2,25,2
1540,110000,2,3,2,28,1
1541,20000,1,2,2,22,2
1542,50000,1,3,2,22,1
1543,120000,2,3,1,30,1
1544,50000,1,3,2,34,1
1545,360000,2,2,2,34,2
1546,240000,2,2,1,44,2
1547,150000,1,1,2,32,1
1548,50000,2,2,2,23,1
1549,500000,2,1,2,42,2
1550,110000,2,2,1,33,1
1551,170000,1,2,1,48,2
1552,230000,2,2,1,29,1
1553,20000,2,3,3,47,1
1554,100000,2,1,1,41,1
1555,110000,1,1,2,28,1
1556,340000,1,1,1,52,2
1557,50000,1,1,2,37,1
1558,310000,1,1,1,50,1
1559,50000,2,3,1,31,2
1560,240000,2,3,1,38,2
1561,50000,2,2,1,48,1
1562,150000,2,1,2,34,1
1563,140000,1,2,2,44,1
1564,30000,2,3,1,56,1
1565,300000,2,1,1,30,2
1566,50000,1,1,2,29,1
1567,280000,2,2,1,37,1
1568,120000,2,2,2,23,1
1569,30000,2,1,1,27,1
1570,30000,2,2,2,23,2
1571,180000,1,3,1,45,1
1572,150000,1,2,1,33,1
1573,110000,2,2,1,40,1
1574,50000,1,1,2,24,2
1575,230000,2,3,1,43,1
1576,230000,2,2,2,25,1
1577,160000,2,1,2,46,1
1578,50000,1,3,2,36,1
1579,210000,2,1,1,36,1
1580,120000,2,2,1,38,1
1581,240000,2,2,1,42,1
1582,20000,1,3,3,47,1
1583,50000,2,3,2,40,1
1584,50000,2,1,2,70,1
1585,50000,2,2,1,32,1
1586,100000,1,3,2,52,1
1587,390000,2,1,1,49,1
1588,550000,1,1,2,31,1
1589,450000,2,2,2,36,1
1590,80000,2,2,1,50,1
1591,50000,2,3,1,48,1
1592,50000,2,2,2,33,1
1593,180000,1,2,1,44,1
1594,240000,1,1,2,35,1
1595,320000,2,3,2,29,1
1596,480000,2,2,1,35,1
1597,150000,2,2,1,37,1
1598,110000,2,1,2,29,1
1599,240000,1,1,2,30,1
1600,50000,1,1,2,33,2
1601,120000,1,2,2,27,1
1602,150000,2,1,1,31,1
1603,100000,2,3,2,53,1
1604,260000,2,2,2,38,1
1605,250000,2,2,2,26,1
1606,100000,2,2,2,26,1
1607,160000,1,1,1,51,2
1608,270000,2,1,1,37,2
1609,390000,2,2,2,42,1
1610,210000,2,2,1,43,1
1611,30000,2,2,2,23,1
1612,300000,2,3,1,30,1
1613,190000,2,3,1,38,1
1614,130000,2,1,1,35,2
1615,360000,1,2,1,44,1
1616,320000,1,1,1,35,2
1617,20000,1,2,3,35,2
1618,360000,1,1,1,32,1
1619,190000,2,2,2,25,1
1620,90000,2,2,2,33,2
1621,30000,2,1,2,26,1
1622,240000,1,1,2,29,1
1623,40000,2,1,2,26,1
1624,170000,1,2,2,36,1
1625,180000,1,1,2,37,1
1626,20000,1,3,1,63,2
1627,150000,2,3,1,48,1
1628,50000,2,2,1,47,2
1629,140000,2,3,1,31,1
1630,50000,1,3,2,31,1
1631,200000,1,1,2,34,1
1632,100000,2,1,1,43,1
1633,250000,2,1,2,32,1
1634,80000,2,1,2,38,1
1635,170000,2,2,1,50,1
1636,80000,1,3,2,29,1
1637,50000,1,2,1,49,1
1638,30000,2,3,2,40,1
1639,70000,2,1,2,34,2
1640,30000,2,3,1,47,1
1641,200000,1,1,1,34,1
1642,100000,2,2,2,27,1
1643,20000,1,2,2,44,2
1644,200000,1,1,2,29,1
1645,50000,1,3,1,72,2
1646,50000,1,2,1,48,2
1647,50000,2,1,2,27,2
1648,220000,1,2,1,44,1
1649,240000,2,3,1,39,1
1650,50000,1,1,1,40,1
1651,500000,2,1,1,45,1
1652,170000,1,1,2,26,1
1653,30000,1,1,1,34,1
1654,300000,1,1,1,43,2
1655,50000,1,2,2,30,1
1656,100000,2,3,1,31,1
1657,150000,2,1,2,29,2
1658,50000,1,1,2,28,1
1659,190000,2,2,2,31,1
1660,20000,2,3,2,22,1
1661,50000,2,3,1,55,1
1662,30000,2,2,1,39,2
1663,90000,2,1,2,27,1
1664,500000,2,1,2,36,2
1665,280000,1,1,1,40,1
1666,30000,1,2,1,31,1
1667,90000,2,2,1,36,1
1668,200000,1,2,1,42,2
1669,100000,1,2,2,30,1
1670,20000,1,3,2,40,1
1671,50000,1,2,1,51,1
1672,50000,2,2,3,51,1
1673,290000,1,3,2,32,1
1674,220000,2,1,2,36,1
1675,440000,1,1,1,37,1
1676,50000,1,2,2,49,2
1677,300000,1,1,2,31,1
1678,290000,2,1,1,50,1
1679,390000,1,2,1,40,1
1680,50000,2,2,2,24,1
1681,220000,2,2,2,31,2
1682,150000,2,2,2,29,1
1683,50000,1,1,2,24,1
1684,200000,1,1,1,44,1
1685,120000,2,2,2,30,1
1686,230000,2,1,1,61,1
1687,180000,2,2,1,28,1
1688,20000,1,1,2,22,1
1689,20000,1,2,2,23,1
1690,50000,1,3,1,46,2
1691,290000,2,1,2,24,1
1692,290000,2,2,2,54,1
1693,150000,2,1,2,27,1
1694,190000,2,2,2,53,1
1695,80000,2,2,2,25,2
1696,250000,1,3,1,47,1
1697,20000,1,2,1,35,2
1698,180000,2,3,1,45,1
1699,80000,1,1,2,25,1
1700,300000,1,1,2,31,1
1701,50000,2,3,1,51,1
1702,70000,2,1,1,40,1
1703,150000,2,1,2,30,2
1704,320000,2,1,2,29,1
1705,60000,2,1,2,24,1
1706,20000,1,3,2,32,2
1707,230000,1,1,2,35,1
1708,310000,2,2,1,29,1
1709,230000,2,1,2,36,1
1710,200000,2,1,1,40,1
1711,100000,2,1,2,30,2
1712,310000,1,2,1,64,1
1713,180000,1,3,1,33,2
1714,390000,2,1,1,38,1
1715,20000,2,1,2,26,1
1716,50000,2,2,1,26,1
1717,140000,1,1,2,29,1
1718,170000,1,1,2,37,2
1719,250000,2,2,1,45,1
1720,50000,2,3,1,40,2
1721,250000,2,1,2,36,1
1722,90000,1,1,2,27,1
1723,90000,1,2,1,44,2
1724,160000,2,1,2,27,1
1725,360000,1,2,2,29,1
1726,330000,2,1,2,26,1
1727,50000,2,3,1,54,1
1728,60000,2,2,1,42,2
1729,10000,2,3,2,42,1
1730,70000,1,2,1,41,1
1731,150000,2,1,1,31,2
1732,250000,2,2,2,33,2
1733,130000,2,3,1,33,1
1734,130000,1,1,2,27,1
1735,100000,2,2,1,36,1
1736,130000,1,2,2,37,1
1737,80000,2,2,2,29,2
1738,380000,1,1,2,41,1
1739,20000,2,2,2,23,2
1740,20000,1,2,2,25,1
1741,140000,1,1,1,54,2
1742,180000,1,1,2,33,1
1743,230000,2,1,2,29,1
1744,90000,1,1,2,32,1
1745,160000,1,2,2,29,1
1746,50000,2,1,2,22,1
1747,140000,2,2,2,29,1
1748,250000,2,2,1,31,1
1749,120000,2,2,2,24,1
1750,120000,2,1,2,27,1
1751,260000,2,2,1,40,1
1752,10000,1,2,2,38,2
1753,60000,2,2,1,38,1
1754,60000,2,2,1,29,1
1755,50000,1,2,2,27,1
1756,130000,1,3,1,34,1
1757,130000,1,1,2,34,1
1758,360000,2,1,2,32,1
1759,80000,2,2,1,36,1
1760,50000,1,2,2,26,1
1761,290000,2,1,1,33,1
1762,200000,1,1,1,53,1
1763,20000,1,2,2,27,1
1764,500000,1,1,2,33,1
1765,130000,2,1,2,26,1
1766,30000,2,1,2,27,2
1767,20000,2,1,2,24,2
1768,70000,2,2,2,26,1
1769,200000,1,1,2,27,1
1770,50000,2,2,1,46,2
1771,360000,1,2,1,56,1
1772,50000,2,3,1,56,1
1773,180000,2,3,1,26,1
1774,50000,1,2,2,25,2
1775,120000,2,1,2,28,1
1776,80000,2,2,1,37,2
1777,330000,2,1,1,47,1
1778,40000,1,3,1,43,2
1779,50000,1,2,2,26,1
1780,80000,1,3,1,48,1
1781,450000,1,1,1,41,1
1782,30000,2,3,1,48,1
1783,160000,1,2,1,28,1
1784,80000,2,1,2,22,1
1785,400000,1,2,1,34,1
1786,220000,1,2,1,60,2
1787,40000,2,2,1,25,2
1788,280000,2,2,2,27,1
1789,50000,2,1,2,25,1
1790,110000,1,2,2,26,1
1791,180000,2,1,1,44,1
1792,200000,2,1,2,26,1
1793,390000,2,1,2,33,1
1794,400000,2,1,2,29,1
1795,120000,2,3,2,37,2
1796,200000,1,1,2,34,1
1797,280000,1,2,1,33,1
1798,230000,2,1,2,27,1
1799,280000,2,1,1,36,1
1800,130000,1,3,2,28,1
1801,160000,2,2,1,35,2
1802,120000,1,3,1,47,1
1803,300000,2,3,1,31,1
1804,20000,2,1,2,31,1
1805,450000,1,1,2,31,2
1806,250000,1,2,1,30,1
1807,100000,2,2,1,58,1
1808,150000,2,2,2,27,1
